link,img,product,color,brand,greenable,discounted,disc_price,orig_price
/en/product/asado-belt-pink-de-las-pampas-304259,https://static.smallable.com/1607986-648x648q80/.jpg,asado belt,pink,de las pampas,1,1,49.5,99.0
/en/product/rombo-belt-green-de-las-pampas-304262,https://static.smallable.com/1607999-648x648q80/.jpg,rombo belt,green,de las pampas,1,1,49.5,99.0
/en/product/asado-belt-green-de-las-pampas-304258,https://static.smallable.com/1607982-648x648q80/.jpg,asado belt,green,de las pampas,1,1,59.4,99.0
/en/product/criollon-belt-blue-de-las-pampas-304256,https://static.smallable.com/1607974-648x648q80/.jpg,criollon belt,blue,de las pampas,1,1,49.5,99.0
/en/product/american-script-sweatshirt-ecru-carhartt-255931,https://static.smallable.com/1368678-648x648q80/.jpg,american script sweatshirt,ecru,carhartt wip,0,1,51.0,85.0
/en/product/chase-sweatshirt-grey-carhartt-255915,https://static.smallable.com/1404962-648x648q80/.jpg,chase sweatshirt,grey,carhartt wip,0,1,41.4,69.0
/en/product/sheer-socks-pack-of-2-yellow-bobo-choses-301144,https://static.smallable.com/1621530-648x648q80/.jpg,sheer socks - pack of 2,yellow,bobo choses,0,1,17.4,29.0
/en/product/organic-cotton-terry-sweatshirt-green-bobo-choses-301135,https://static.smallable.com/1586203-648x648q80/.jpg,organic cotton terry sweatshirt,green,bobo choses,1,1,59.4,99.0
/en/product/shell-swimming-trunks-green-bobo-choses-301137,https://static.smallable.com/1586216-648x648q80/.jpg,shell swimming trunks,green,bobo choses,0,1,45.0,75.0
/en/product/arne-5969-shirt-camel-nn07-305587,https://static.smallable.com/1602626-648x648q80/.jpg,arne 5969 shirt,camel,nn07,0,1,83.4,139.0
/en/product/tim-3449-striped-t-shirt-brown-nn07-305604,https://static.smallable.com/1602646-648x648q80/.jpg,tim 3449 striped t-shirt,brown,nn07,0,1,65.4,109.0
/en/product/waterproof-bucket-hat-sand-beck-sonder-gaard-306863,https://static.smallable.com/1604564-648x648q80/.jpg,waterproof bucket hat,sand,becksöndergaard,0,1,23.0,46.0
/en/product/solid-rain-cape-sand-beck-sonder-gaard-306861,https://static.smallable.com/1604504-648x648q80/.jpg,solid rain cape,sand,becksöndergaard,0,1,50.0,100.0
/en/product/tanker-linen-trousers-beige-hartford-305666,https://static.smallable.com/1602674-648x648q80/.jpg,tanker linen trousers,beige,hartford,0,1,95.4,159.0
/en/product/soren-5006-overshirt-ecru-nn07-305602,https://static.smallable.com/1602640-648x648q80/.jpg,soren 5006 overshirt,ecru,nn07,0,1,113.4,189.0
/en/product/light-terry-polo-sky-blue-hartford-309989,https://static.smallable.com/1602688-648x648q80/.jpg,light terry polo,sky blue,hartford,0,1,63.0,105.0
/en/product/paul-striped-linen-shirt-khaki-hartford-305656,https://static.smallable.com/1602667-648x648q80/.jpg,paul striped linen shirt ,khaki,hartford,0,1,101.5,145.0
/en/product/paul-linen-chambray-shirt-light-blue-hartford-305655,https://static.smallable.com/1602664-648x648q80/.jpg,paul linen chambray shirt,light blue,hartford,0,1,87.0,145.0
/en/product/paul-pat-coton-voile-shirt-white-hartford-305653,https://static.smallable.com/1602658-648x648q80/.jpg,paul pat coton voile shirt,white,hartford,0,1,69.0,115.0
/en/product/solid-rain-cape-lavender-beck-sonder-gaard-306862,https://static.smallable.com/1604505-648x648q80/.jpg,solid rain cape,lavender,becksöndergaard,0,1,50.0,100.0
/en/product/waterproof-bucket-hat-lavender-beck-sonder-gaard-306864,https://static.smallable.com/1604565-648x648q80/.jpg,waterproof bucket hat,lavender,becksöndergaard,0,1,18.4,46.0
/en/product/arne-5969-shirt-grey-blue-nn07-305588,https://static.smallable.com/1602629-648x648q80/.jpg,arne 5969 shirt,grey blue,nn07,0,1,83.4,139.0
/en/product/tim-3449-striped-t-shirt-grey-blue-nn07-305603,https://static.smallable.com/1602643-648x648q80/.jpg,tim 3449 striped t-shirt,grey blue,nn07,0,1,65.4,109.0
/en/product/light-jersey-t-shirt-grey-blue-hartford-305667,https://static.smallable.com/1602676-648x648q80/.jpg,light jersey t-shirt,grey blue,hartford,0,1,35.4,59.0
/en/product/paul-pat-linen-shirt-grey-blue-hartford-305651,https://static.smallable.com/1602652-648x648q80/.jpg,paul pat linen shirt,grey blue,hartford,0,1,81.0,135.0
/en/product/light-terry-polo-chrome-green-hartford-305671,https://static.smallable.com/1602685-648x648q80/.jpg,light terry polo,chrome green,hartford,0,1,63.0,105.0
/en/product/heavy-terry-sweatshirt-pale-green-hartford-305672,https://static.smallable.com/1602691-648x648q80/.jpg,heavy terry sweatshirt,pale green,hartford,0,1,63.0,105.0
/en/product/heavy-terry-sweatshirt-green-hartford-305673,https://static.smallable.com/1602694-648x648q80/.jpg,heavy terry sweatshirt,green,hartford,0,1,63.0,105.0
/en/product/light-jersey-t-shirt-navy-blue-hartford-305669,https://static.smallable.com/1602682-648x648q80/.jpg,light jersey t-shirt,navy blue,hartford,0,1,35.4,59.0
/en/product/joey-3512-polo-navy-blue-nn07-305597,https://static.smallable.com/1670677-648x648q80/.jpg,joey 3512 polo,navy blue,nn07,0,1,77.4,129.0
/en/product/madison-velvet-shirt-navy-blue-carhartt-301018,https://static.smallable.com/1602623-648x648q80/.jpg,madison velvet shirt ,navy blue,carhartt wip,0,1,53.4,89.0
/en/product/tank-linen-bermuda-shorts-indigo-blue-hartford-305664,https://static.smallable.com/1602672-648x648q80/.jpg,tank linen bermuda shorts,indigo blue,hartford,0,1,87.0,145.0
/en/product/paul-linen-chambray-shirt-carbon-hartford-305654,https://static.smallable.com/1602661-648x648q80/.jpg,paul linen chambray shirt,carbon,hartford,0,1,101.5,145.0
/en/product/cotton-pocket-t-shirt-marled-violet-carhartt-301023,https://static.smallable.com/1602854-648x648q80/.jpg,cotton pocket t-shirt,marled violet,carhartt wip,0,1,21.0,35.0
/en/product/heavy-terry-bermuda-shorts-pale-green-hartford-305674,https://static.smallable.com/1602889-648x648q80/.jpg,heavy terry bermuda shorts,pale green,hartford,0,1,53.4,89.0
/en/product/ml-chase-cotton-t-shirt-navy-blue-carhartt-301020,https://static.smallable.com/1602851-648x648q80/.jpg,ml chase cotton t-shirt,navy blue,carhartt wip,0,1,27.0,45.0
