,product_category
2423,Short sleeve t-shirts
2424,Short dresses
2425,Short dresses
2426,Straight leg trousers
2427,Long dresses
2428,Straight leg trousers
2429,Tank tops
2430,Short sleeve blouses
2431,Long skirts
2432,Long skirts
2433,Tank tops
2434,Straight
2435,Short sleeve t-shirts
2436,Long dresses
2437,Bikini bottom
2438,Bikini bottom
2439,Bikini top
2440,Bikini top
2441,Long sleeve shirts
2442,Short sleeve shirts
2443,Short dresses
2444,Round neck sweatshirts
2445,Jackets
2446,Jackets
2447,Short sleeve shirts
2448,Trench coats
2449,Shoulder bags
2450,Long sleeve blouses
2451,Slouchy trousers
2452,Foulards
2453,Short sleeve t-shirts
2454,Round neck sweatshirts
2455,Straight
2456,Short sleeve t-shirts
2457,Long dresses
2458,Short sleeve t-shirts
2459,Long dresses
2460,/
2461,Long dresses
2462,Slouchy trousers
2463,Long dresses
2464,Bikini bottom
2465,Bikini top
2466,Shoulder bags
2467,Short sleeve t-shirts
2468,1 piece swimsuits
2469,Cardigans
2470,Jackets
2471,Short dresses
2472,Slouchy trousers
2473,Round neck sweatshirts
2474,Long dresses
2475,Bikini bottom
2476,Bikini top
2477,Short sleeve t-shirts
2478,Shorts
2479,/
2480,Long sleeve shirts
2481,Jackets
2482,Long sleeve shirts
2483,Straight leg trousers
2484,Knickers
2485,Bikini top
2486,Bikini bottom
2487,1 piece swimsuits
2488,Bikini top
2489,Sports Leggings & shorts
2490,Sports Bras
2491,Sets
2492,Knickers
2493,Bikini bottom
2494,Bikini top
2495,Long sleeve blouses
2496,Short sleeve t-shirts
2497,Straight
2498,Sports Leggings & shorts
2499,Sports Bras
2500,Sleeveless tops
2501,Knickers
2502,Shorts
2503,Short sleeve shirts
2504,Tank tops
2505,Shoulder bags
2506,Long sleeve blouses
2507,Sets
2508,"Flare, Bootcut"
2509,Sets
2510,Straight leg trousers
2511,Slouchy trousers
2512,Short sleeve t-shirts
2513,Long sleeve shirts
2514,Long dresses
2515,Long sleeve shirts
2516,Bikini bottom
2517,Bikini top
2518,Bikinis
2519,Straight leg trousers
2520,Long dresses
2521,Sets
2522,Shorts
2523,Tank tops
2524,Straight leg trousers
2525,Shorts
2526,Sunglasses
2527,Long sleeve blouses
2528,Long skirts
2529,Round neck jumpers
2530,Round neck jumpers
2531,Round neck sweatshirts
2532,Short sleeve shirts
2533,Short sleeve blouses
2534,Long dresses
2535,Short sleeve shirts
2536,Caps
2537,Shorts
2538,Caps
2539,Tote bags
2540,Straight leg trousers
2541,Long sleeve shirts
2542,Tote bags
2543,Long sleeve shirts
2544,Straight leg trousers
2545,Long dresses
2546,Short dresses
2547,Round neck jumpers
2548,Long sleeve shirts
2549,Long dresses
2550,Short sleeve blouses
2551,Straight leg trousers
2552,Sunglasses
2553,Long dresses
2554,Caps
2555,Tote bags
2556,Caps
2557,Long dresses
2558,Caps
2559,Short sleeve blouses
2560,Short sleeve t-shirts
2561,Long sleeve blouses
2562,Long sleeve blouses
2563,Cardigans
2564,Tote bags
2565,Shoulder bags
2566,Long dresses
2567,Short sleeve blouses
2568,Long dresses
2569,Short dresses
2570,Slouchy trousers
2571,Shorts
2572,Short sleeve blouses
2573,Tote bags
2574,Shoulder bags
2575,Shoulder bags
2576,Round neck sweatshirts
2577,Round neck sweatshirts
2578,Long sleeve blouses
2579,Short sleeve blouses
2580,Long sleeve blouses
2581,Short sleeve blouses
2582,Long skirts
2583,Socks
2584,Long sleeve blouses
2585,Long sleeve blouses
2586,Long dresses
2587,Long dresses
2588,Short sleeve t-shirts
2589,Long sleeve blouses
2590,Caps
2591,Long sleeve blouses
2592,Long dresses
2593,Long sleeve blouses
2594,Long sleeve blouses
2595,Fanny packs
2596,Bikini bottoms
2597,Bikinis
2598,Dungarees
2599,Round neck sweatshirts
2600,Straight
2601,Long sleeve blouses
2602,Short dresses
2603,Long sleeve blouses
2604,"Toiletry bags, Pouches"
2605,Long dresses
2606,Short sleeve blouses
2607,Long sleeve blouses
2608,Hats
2609,V neck jumpers
2610,Sunglasses
2611,Jumpsuits
2612,Straight leg trousers
2613,Short dresses
2614,Shorts
2615,Socks
2616,Long sleeve blouses
2617,Long dresses
2618,Round neck sweatshirts
2619,Long dresses
2620,Caps
2621,Straight
2622,Short sleeve t-shirts
2623,Short sleeve blouses
2624,Tank tops
2625,Shorts
2626,Jumpsuits
2627,Zipped sweatshirts
2628,Socks
2629,"Capes, Ponchos"
2630,Jackets
2631,Raincoats
2632,Jackets
2633,Caps
2634,Foulards
2635,Straight
2636,Straight
2637,Hats
2638,Sets
2639,Short dresses
2640,Foulards
2641,Sets
2642,Down jackets
2643,Jackets
2644,Raincoats
2645,Sets
2646,Handbags
2647,Caps
2648,Foulards
2649,Hats
2650,Caps
2651,Hats
2652,Straight
2653,Coats
2654,Sleeveless tops
2655,Slouchy trousers
2656,Knickers
2657,Bras
2658,Shoulder bags
2659,Sunglasses
2660,Slouchy trousers
2661,Long skirts
2662,Long sleeve blouses
2663,Short sleeve shirts
2664,Long dresses
2665,Jackets
2666,Long dresses
2667,Trench coats
2668,Shorts
2669,Straight
2670,Bras
2671,Long dresses
2672,"Slim, Skinny"
2673,Straight
2674,Jackets
2675,Straight
2676,Jackets
2677,Socks
2678,Sunglasses
2679,Jackets
2680,Shorts
2681,Long sleeve t-shirts
2682,Sports Bras
2683,Short sleeve t-shirts
2684,Cardigans
2685,Sunglasses
2686,Bikini top
2687,1 piece swimsuits
2688,Bikini bottom
2689,/
2690,Straight leg trousers
2691,Socks
2692,Shoulder bags
2693,Shoulder bags
2694,Handbags
2695,Tote bags
2696,Short dresses
2697,Long sleeve blouses
2698,Kaftans and kimonos
2699,Caps
2700,Tote bags
2701,Long sleeve shirts
2702,Slouchy trousers
2703,Waistcoats
2704,Bikini bottom
2705,Bikini top
2706,Tote bags
2707,Tote bags
2708,Tote bags
2709,Tote bags
2710,Kaftans and kimonos
2711,Long dresses
2712,Tote bags
2713,Tote bags
2714,Short dresses
2715,Loose
2716,Long sleeve blouses
2717,Knickers
2718,Bras
2719,Long dresses
2720,Shoulder bags
2721,Shoulder bags
2722,Long sleeve shirts
2723,Straight
2724,Tapered
2725,Straight
2726,/
2727,Long skirts
2728,Tote bags
2729,"Belts, Braces"
2730,Sunhats
2731,Straight leg trousers
2732,Short sleeve blouses
2733,Short sleeve t-shirts
2734,Jackets
2735,Short sleeve blouses
2736,Sleeveless tops
2737,Long skirts
2738,Knickers
2739,Long dresses
2740,Tank tops
2741,Tank tops
2742,Short sleeve t-shirts
2743,Round neck sweatshirts
2744,Short sleeve t-shirts
2745,Short sleeve shirts
2746,Jackets
2747,Short sleeve t-shirts
2748,"Belts, Braces"
2749,Round neck sweatshirts
2750,Foulards
2751,Short dresses
2752,Bras
2753,Short sleeve blouses
2754,Long dresses
2755,Slouchy trousers
2756,Short sleeve t-shirts
2757,Long sleeve blouses
2758,Long dresses
2759,Straight leg trousers
2760,Short sleeve t-shirts
2761,Short sleeve blouses
2762,Round neck sweatshirts
2763,Long sleeve shirts
2764,Straight leg trousers
2765,Sleeveless tops
2766,Short sleeve shirts
2767,Knickers
2768,Caps
2769,Caps
2770,Jackets
2771,Long sleeve shirts
2772,Caps
2773,Caps
2774,Caps
2775,Caps
2776,Caps
2777,Caps
2778,Bras
2779,Bikini top
2780,1 piece swimsuits
2781,Bikini bottom
2782,Short sleeve t-shirts
2783,Socks
2784,Long skirts
2785,Short sleeve t-shirts
2786,Short sleeve polo shirts
2787,"Belts, Braces"
2788,"Belts, Braces"
2789,"Belts, Braces"
2790,"Belts, Braces"
2791,"Belts, Braces"
2792,"Belts, Braces"
2793,"Belts, Braces"
2794,"Belts, Braces"
2795,"Belts, Braces"
2796,"Belts, Braces"
2797,"Belts, Braces"
2798,"Belts, Braces"
2799,Socks
2800,Socks
2801,Short sleeve t-shirts
2802,Short sleeve t-shirts
2803,Short sleeve polo shirts
2804,1 piece swimsuits
2805,Scarves
2806,Short sleeve t-shirts
2807,Short sleeve t-shirts
2808,Long dresses
2809,Slouchy trousers
2810,Shorts
2811,Socks
2812,Short sleeve t-shirts
2813,Round neck jumpers
2814,Socks
2815,Shorts
2816,Straight
2817,Shoulder bags
2818,Foulards
2819,Handbags
2820,Handbags
2821,Long dresses
2822,Parkas
2823,Hats
2824,Short sleeve t-shirts
2825,Socks
2826,Hats
2827,Long sleeve blouses
2828,Short dresses
2829,Hats
2830,Long dresses
2831,Hats
2832,Round neck sweatshirts
2833,Straight
2834,Shorts
2835,Straight
2836,Straight
2837,Round neck jumpers
2838,Short sleeve t-shirts
2839,Hats
2840,Short sleeve t-shirts
2841,Rings
2842,Hats
2843,Hats
2844,Long dresses
2845,Round neck sweatshirts
2846,Hats
2847,Hats
2848,Shorts
2849,Jackets
2850,Bikini top
2851,1 piece swimsuits
2852,Bikini bottom
2853,Straight leg trousers
2854,Handbags
2855,Round neck jumpers
2856,Short sleeve shirts
2857,Slouchy trousers
2858,Bikini bottom
2859,Bikini top
2860,Bikini top
2861,Bikini top
2862,1 piece swimsuits
2863,Bikini top
2864,1 piece swimsuits
2865,Bikini bottom
2866,Bikini bottom
2867,Bikini top
2868,1 piece swimsuits
2869,1 piece swimsuits
2870,1 piece swimsuits
2871,1 piece swimsuits
2872,Jackets
2873,Long skirts
2874,Bikini bottom
2875,Short sleeve t-shirts
2876,Short dresses
2877,Short sleeve blouses
2878,Slouchy trousers
2879,Long skirts
2880,Round neck sweatshirts
2881,Long dresses
2882,Hooded sweatshirts
2883,Long sleeve shirts
2884,Round neck sweatshirts
2885,Long dresses
2886,Shorts
2887,Straight leg trousers
2888,Long dresses
2889,Bikini bottom
2890,Long sleeve blouses
2891,Straight leg trousers
2892,Sleeveless tops
2893,Long sleeve shirts
2894,Straight
2895,Tank tops
2896,Straight leg trousers
2897,Straight leg trousers
2898,Sleeveless tops
2899,Cardigans
2900,Short sleeve t-shirts
2901,Cardigans
2902,Bikini bottom
2903,Jackets
2904,Sleeveless tops
2905,Scarves
2906,Long dresses
2907,"Flare, Bootcut"
2908,V neck jumpers
2909,Long skirts
2910,Long skirts
2911,Caps
2912,Bras
2913,Shorts
2914,Long dresses
2915,1 piece swimsuits
2916,Pyjamas
2917,Pyjamas
2918,Jumpsuits
2919,Handbags
2920,Handbags
2921,Handbags
2922,Straight leg trousers
2923,Bikinis
2924,Short sleeve blouses
2925,Long dresses
2926,Short sleeve t-shirts
2927,Long sleeve blouses
2928,Straight leg trousers
2929,Bras
2930,Shorts
2931,Bikini bottom
2932,Short sleeve t-shirts
2933,Watches
2934,Caps
2935,Slouchy trousers
2936,Short dresses
2937,Handbags
2938,Caps
2939,Small leather goods
2940,Knickers
2941,Coats
2942,Round neck sweatshirts
2943,Straight
2944,Straight leg trousers
2945,Straight
2946,Long dresses
2947,Short sleeve t-shirts
2948,Long sleeve t-shirts
2949,Bras
2950,Knickers
2951,Knickers
2952,Long sleeve t-shirts
2953,Round neck sweatshirts
2954,Short sleeve blouses
2955,Round neck jumpers
2956,Short sleeve polo shirts
2957,Short sleeve t-shirts
2958,Long sleeve t-shirts
2959,Shoulder bags
2960,Round neck jumpers
2961,Shorts
2962,Short dresses
2963,"Belts, Braces"
2964,Long sleeve blouses
2965,Long sleeve t-shirts
2966,Knickers
2967,Knickers
2968,Short dresses
2969,Tank tops
2970,Bracelets
2971,Round neck sweatshirts
2972,Long sleeve blouses
2973,Round neck sweatshirts
2974,Sunhats
2975,Long dresses
2976,Scarves
2977,1 piece swimsuits
2978,Short sleeve polo shirts
2979,Shoulder bags
2980,Sunhats
2981,Bikinis
2982,Knickers
2983,Knickers
2984,Bras
2985,Knickers
2986,Long skirts
2987,Velvet trousers
2988,1 piece swimsuits
2989,Long dresses
2990,Short sleeve t-shirts
2991,"Belts, Braces"
2992,"Belts, Braces"
2993,"Belts, Braces"
2994,"Belts, Braces"
2995,"Belts, Braces"
2996,"Belts, Braces"
2997,"Belts, Braces"
2998,"Belts, Braces"
2999,Bracelets
3000,Bracelets
3001,"Belts, Braces"
3002,Short sleeve t-shirts
3003,Jackets
3004,Sports Leggings & shorts
3005,Jackets
3006,Straight leg trousers
3007,Poloneck jumpers
3008,Long sleeve shirts
3009,Straight leg trousers
3010,Straight leg trousers
3011,Straight
3012,Handbags
3013,Long dresses
3014,Tank tops
3015,Long sleeve shirts
3016,Sports Leggings & shorts
3017,Long sleeve blouses
3018,Long dresses
3019,Round neck jumpers
3020,Shorts
3021,Tank tops
3022,Jackets
3023,Long skirts
3024,Slouchy trousers
3025,Long sleeve shirts
3026,Straight leg trousers
3027,Round neck jumpers
3028,1 piece swimsuits
3029,Jackets
3030,Short sleeve t-shirts
3031,Long sleeve blouses
3032,Cardigans
